flight_id,from_city,to_city,datetime,cost,cancel_available,time_cancel_available
FL7254,Hanoi,Hue,6/10/2025 11:45,1630000,TRUE,6/10/2025 7:45
FL5362,Vinh,Quy Nhon,6/10/2025 16:30,1040000,TRUE,6/10/2025 10:30
FL1766,Vinh,Ho Chi Minh City,6/10/2025 14:00,1540000,FALSE,
FL9507,Ho Chi Minh City,Pleiku,6/10/2025 6:00,1690000,FALSE,
FL1331,Vinh,Pleiku,6/11/2025 15:30,530000,TRUE,6/11/2025 12:30
FL7713,Vinh,Ho Chi Minh City,6/11/2025 17:00,1450000,TRUE,6/11/2025 13:00
FL6838,Ho Chi Minh City,Thanh Hoa,6/11/2025 15:15,1300000,FALSE,
FL9637,Phu Quoc,Hue,6/11/2025 13:00,1850000,FALSE,
FL9058,Da Nang,Buon Ma Thuot,6/11/2025 10:15,1850000,FALSE,
FL5699,Can Tho,Da Nang,6/11/2025 7:45,1530000,TRUE,6/11/2025 5:45
FL3582,Phu Quoc,Ho Chi Minh City,6/11/2025 13:45,1210000,FALSE,
FL2506,Nha Trang,Phu Quoc,6/11/2025 18:00,1150000,FALSE,
FL3157,Hanoi,Hue,6/11/2025 8:30,1610000,TRUE,6/11/2025 2:30
FL8640,Quy Nhon,Pleiku,6/12/2025 11:45,890000,FALSE,
FL5158,Can Tho,Hue,6/12/2025 14:00,1690000,TRUE,6/12/2025 10:00
FL6492,Vinh,Ho Chi Minh City,6/12/2025 7:30,960000,FALSE,
FL8561,Vinh,Da Nang,6/12/2025 15:45,600000,TRUE,6/12/2025 12:45
FL8919,Buon Ma Thuot,Vinh,6/12/2025 13:15,550000,TRUE,6/12/2025 8:15
FL9970,Pleiku,Can Tho,6/12/2025 9:00,520000,FALSE,
FL9406,Hai Phong,Hanoi,6/13/2025 6:00,550000,FALSE,
FL1258,Thanh Hoa,Nha Trang,6/13/2025 8:30,1540000,FALSE,
FL1298,Da Nang,Buon Ma Thuot,6/13/2025 13:00,1460000,TRUE,6/13/2025 9:00
FL7672,Nha Trang,Quy Nhon,6/13/2025 12:15,810000,TRUE,6/13/2025 6:15
FL2602,Vinh,Quy Nhon,6/13/2025 20:15,520000,TRUE,6/13/2025 18:15
FL7952,Hai Phong,Thanh Hoa,6/13/2025 14:00,1260000,FALSE,
FL5841,Hue,Phu Quoc,6/13/2025 6:15,1210000,FALSE,
FL8149,Buon Ma Thuot,Vinh,6/13/2025 7:45,1810000,FALSE,
FL8163,Da Nang,Hai Phong,6/13/2025 12:00,1550000,FALSE,
FL2134,Hai Phong,Thanh Hoa,6/13/2025 13:15,1100000,FALSE,
FL5066,Nha Trang,Thanh Hoa,6/13/2025 15:15,580000,FALSE,
FL5704,Hue,Thanh Hoa,6/13/2025 15:30,1580000,FALSE,
FL6007,Can Tho,Ho Chi Minh City,6/14/2025 9:30,690000,TRUE,6/14/2025 5:30
FL1794,Phu Quoc,Can Tho,6/14/2025 20:45,1410000,FALSE,
FL5459,Hanoi,Hai Phong,6/14/2025 18:15,1220000,TRUE,6/14/2025 15:15
FL3421,Quy Nhon,Nha Trang,6/14/2025 6:15,530000,FALSE,
FL2655,Buon Ma Thuot,Phu Quoc,6/14/2025 18:00,540000,FALSE,
FL9686,Da Nang,Buon Ma Thuot,6/14/2025 11:00,1640000,TRUE,6/14/2025 6:00
FL1758,Nha Trang,Thanh Hoa,6/14/2025 7:15,1760000,TRUE,6/14/2025 3:15
FL5442,Thanh Hoa,Buon Ma Thuot,6/15/2025 6:30,1930000,FALSE,
FL4067,Hai Phong,Hue,6/15/2025 14:15,1630000,FALSE,
FL3740,Thanh Hoa,Hai Phong,6/15/2025 13:00,1630000,FALSE,
FL7977,Hue,Da Nang,6/15/2025 9:15,1370000,FALSE,
FL4526,Pleiku,Phu Quoc,6/15/2025 20:45,670000,FALSE,
FL2863,Phu Quoc,Can Tho,6/15/2025 10:15,590000,TRUE,6/15/2025 5:15
FL1217,Quy Nhon,Phu Quoc,6/15/2025 18:00,1680000,TRUE,6/15/2025 14:00
FL5348,Can Tho,Da Nang,6/15/2025 15:30,1060000,TRUE,6/15/2025 12:30
FL4274,Quy Nhon,Vinh,6/15/2025 6:45,1460000,FALSE,
FL1243,Phu Quoc,Hanoi,6/15/2025 12:30,570000,TRUE,6/15/2025 6:30
FL6129,Vinh,Ho Chi Minh City,6/16/2025 16:45,720000,TRUE,6/16/2025 14:45
FL8628,Buon Ma Thuot,Pleiku,6/16/2025 19:00,720000,TRUE,6/16/2025 13:00
FL9390,Pleiku,Hue,6/16/2025 8:45,630000,TRUE,6/16/2025 4:45
FL9721,Da Nang,Buon Ma Thuot,6/16/2025 20:30,1860000,TRUE,6/16/2025 14:30
FL7905,Hai Phong,Ho Chi Minh City,6/16/2025 18:30,1790000,FALSE,
FL2453,Vinh,Da Nang,6/16/2025 17:30,940000,TRUE,6/16/2025 13:30
FL7710,Hanoi,Ho Chi Minh City,6/16/2025 13:00,520000,FALSE,
FL3569,Phu Quoc,Hue,6/16/2025 16:15,1400000,FALSE,
FL5785,Hue,Quy Nhon,6/17/2025 15:00,660000,FALSE,
FL4481,Hai Phong,Da Nang,6/17/2025 19:00,930000,FALSE,
FL4866,Hanoi,Hue,6/17/2025 9:15,880000,TRUE,6/17/2025 6:15
FL7637,Nha Trang,Quy Nhon,6/17/2025 11:15,620000,TRUE,6/17/2025 7:15
FL2683,Hai Phong,Pleiku,6/17/2025 13:45,1320000,FALSE,
FL4209,Hai Phong,Hanoi,6/17/2025 6:45,870000,TRUE,6/17/2025 0:45
FL5980,Thanh Hoa,Pleiku,6/17/2025 11:30,1220000,TRUE,6/17/2025 8:30
FL9598,Quy Nhon,Hue,6/17/2025 18:15,670000,FALSE,
FL7908,Hanoi,Thanh Hoa,6/18/2025 19:45,1120000,TRUE,6/18/2025 15:45
FL8370,Can Tho,Da Nang,6/18/2025 10:30,1020000,FALSE,
FL8780,Phu Quoc,Hanoi,6/18/2025 9:15,1830000,TRUE,6/18/2025 5:15
FL1527,Ho Chi Minh City,Nha Trang,6/18/2025 12:45,830000,FALSE,
FL6330,Vinh,Ho Chi Minh City,6/18/2025 12:30,950000,FALSE,
FL1951,Can Tho,Buon Ma Thuot,6/18/2025 15:00,1490000,TRUE,6/18/2025 10:00
FL7903,Phu Quoc,Quy Nhon,6/18/2025 20:15,620000,FALSE,
FL6166,Thanh Hoa,Ho Chi Minh City,6/19/2025 8:15,1830000,TRUE,6/19/2025 2:15
FL3859,Hue,Ho Chi Minh City,6/19/2025 6:15,850000,TRUE,6/19/2025 3:15
FL5370,Can Tho,Thanh Hoa,6/19/2025 11:15,1570000,TRUE,6/19/2025 8:15
FL7113,Hanoi,Thanh Hoa,6/19/2025 9:00,1260000,FALSE,
FL6863,Buon Ma Thuot,Vinh,6/19/2025 11:30,1930000,FALSE,
FL8060,Can Tho,Da Nang,6/19/2025 6:15,1160000,FALSE,
FL8733,Buon Ma Thuot,Hue,6/19/2025 15:30,700000,TRUE,6/19/2025 12:30
FL5743,Buon Ma Thuot,Nha Trang,6/19/2025 15:15,1310000,FALSE,
FL7997,Nha Trang,Can Tho,6/20/2025 19:30,1430000,TRUE,6/20/2025 13:30
FL6337,Hanoi,Thanh Hoa,6/20/2025 18:45,1010000,FALSE,
FL7705,Can Tho,Phu Quoc,6/20/2025 16:00,780000,FALSE,
FL4530,Ho Chi Minh City,Hai Phong,6/20/2025 7:30,1510000,TRUE,6/20/2025 4:30
FL4203,Vinh,Hue,6/20/2025 19:30,1740000,FALSE,
FL2739,Can Tho,Quy Nhon,6/20/2025 6:15,1170000,TRUE,6/20/2025 1:15
FL2109,Vinh,Thanh Hoa,6/20/2025 6:45,990000,FALSE,
FL7800,Vinh,Buon Ma Thuot,6/20/2025 20:00,1130000,FALSE,
FL4593,Thanh Hoa,Phu Quoc,6/20/2025 18:45,1440000,TRUE,6/20/2025 12:45
FL8613,Hue,Vinh,6/20/2025 18:15,1310000,FALSE,
FL8223,Ho Chi Minh City,Da Nang,6/20/2025 18:00,1510000,TRUE,6/20/2025 14:00
FL7487,Nha Trang,Thanh Hoa,6/21/2025 11:30,1840000,TRUE,6/21/2025 6:30
FL4394,Nha Trang,Thanh Hoa,6/21/2025 9:45,1520000,TRUE,6/21/2025 7:45
FL7954,Can Tho,Hanoi,6/21/2025 19:30,940000,TRUE,6/21/2025 17:30
FL3909,Hai Phong,Buon Ma Thuot,6/21/2025 9:30,1860000,TRUE,6/21/2025 7:30
FL3942,Vinh,Nha Trang,6/21/2025 18:00,1040000,FALSE,
FL8998,Thanh Hoa,Hue,6/21/2025 10:45,690000,FALSE,
FL4702,Pleiku,Thanh Hoa,6/21/2025 7:45,1580000,FALSE,
FL7239,Ho Chi Minh City,Hai Phong,6/21/2025 15:15,1690000,TRUE,6/21/2025 9:15
FL8910,Hue,Thanh Hoa,6/21/2025 11:00,1680000,FALSE,
FL3268,Ho Chi Minh City,Da Nang,6/21/2025 18:45,1400000,FALSE,
FL9143,Hanoi,Da Nang,6/21/2025 11:45,750000,TRUE,6/21/2025 5:45
FL4657,Vinh,Quy Nhon,6/21/2025 10:00,1300000,TRUE,6/21/2025 8:00
FL7743,Thanh Hoa,Hanoi,6/22/2025 19:30,1500000,FALSE,
FL3513,Da Nang,Nha Trang,6/22/2025 20:45,1440000,TRUE,6/22/2025 15:45
FL6232,Pleiku,Hue,6/22/2025 8:45,1140000,FALSE,
FL6285,Hue,Quy Nhon,6/22/2025 14:45,1920000,FALSE,
FL7541,Da Nang,Pleiku,6/22/2025 15:30,1370000,TRUE,6/22/2025 9:30
FL2209,Can Tho,Hue,6/22/2025 12:45,1730000,TRUE,6/22/2025 7:45
FL2860,Pleiku,Can Tho,6/22/2025 13:30,1320000,FALSE,
FL9426,Phu Quoc,Nha Trang,6/23/2025 17:15,1610000,TRUE,6/23/2025 14:15
FL1143,Ho Chi Minh City,Pleiku,6/23/2025 13:45,1560000,FALSE,
FL4867,Quy Nhon,Da Nang,6/23/2025 14:45,1410000,TRUE,6/23/2025 8:45
FL4798,Quy Nhon,Hue,6/23/2025 9:45,1510000,FALSE,
FL3538,Pleiku,Buon Ma Thuot,6/23/2025 9:30,1810000,FALSE,
FL4347,Hai Phong,Pleiku,6/23/2025 6:30,920000,FALSE,
FL1138,Buon Ma Thuot,Thanh Hoa,6/23/2025 14:30,780000,TRUE,6/23/2025 10:30
FL5970,Quy Nhon,Phu Quoc,6/23/2025 18:00,1380000,TRUE,6/23/2025 12:00
FL3187,Vinh,Can Tho,6/24/2025 7:00,1870000,FALSE,
FL6736,Pleiku,Hue,6/24/2025 17:30,840000,TRUE,6/24/2025 14:30
FL5253,Hai Phong,Pleiku,6/24/2025 12:00,540000,FALSE,
FL4048,Thanh Hoa,Can Tho,6/24/2025 7:45,1710000,FALSE,
FL6381,Nha Trang,Quy Nhon,6/24/2025 13:00,880000,TRUE,6/24/2025 11:00
FL9148,Hue,Hanoi,6/24/2025 10:00,1830000,TRUE,6/24/2025 7:00
FL3946,Can Tho,Buon Ma Thuot,6/25/2025 11:15,1010000,TRUE,6/25/2025 6:15
FL7037,Ho Chi Minh City,Hanoi,6/25/2025 16:45,920000,FALSE,
FL7726,Quy Nhon,Pleiku,6/25/2025 16:45,720000,FALSE,
FL4102,Hue,Pleiku,6/25/2025 7:30,800000,FALSE,
FL3809,Quy Nhon,Hai Phong,6/25/2025 7:30,1980000,FALSE,
FL4607,Hue,Ho Chi Minh City,6/25/2025 16:30,960000,FALSE,
FL6946,Da Nang,Hai Phong,6/25/2025 7:00,1680000,TRUE,6/25/2025 2:00
FL6433,Nha Trang,Phu Quoc,6/25/2025 7:30,1670000,TRUE,6/25/2025 3:30
FL3197,Can Tho,Pleiku,6/25/2025 16:30,1590000,FALSE,
FL7298,Phu Quoc,Can Tho,6/25/2025 14:45,1570000,TRUE,6/25/2025 12:45
FL8948,Vinh,Ho Chi Minh City,6/25/2025 6:45,1710000,TRUE,6/25/2025 1:45
FL3738,Pleiku,Hue,6/25/2025 15:30,1180000,FALSE,
FL6500,Buon Ma Thuot,Ho Chi Minh City,6/26/2025 7:45,870000,FALSE,
FL1355,Pleiku,Vinh,6/26/2025 16:15,1860000,FALSE,
FL4382,Da Nang,Pleiku,6/26/2025 8:00,850000,TRUE,6/26/2025 6:00
FL8141,Nha Trang,Ho Chi Minh City,6/26/2025 13:45,620000,FALSE,
FL4295,Nha Trang,Vinh,6/26/2025 14:30,1750000,FALSE,
FL6117,Thanh Hoa,Hai Phong,6/26/2025 7:45,1200000,FALSE,
FL7099,Pleiku,Ho Chi Minh City,6/26/2025 15:15,1780000,TRUE,6/26/2025 10:15
FL4522,Can Tho,Nha Trang,6/26/2025 18:45,930000,FALSE,
FL2407,Pleiku,Ho Chi Minh City,6/26/2025 7:00,720000,TRUE,6/26/2025 1:00
FL7078,Vinh,Buon Ma Thuot,6/26/2025 20:45,670000,TRUE,6/26/2025 14:45
FL5314,Hue,Nha Trang,6/26/2025 8:00,670000,TRUE,6/26/2025 4:00
FL1059,Hue,Nha Trang,6/26/2025 20:00,2000000,TRUE,6/26/2025 18:00
FL8340,Can Tho,Hanoi,6/27/2025 10:00,670000,FALSE,
FL8033,Buon Ma Thuot,Hanoi,6/27/2025 17:15,1150000,TRUE,6/27/2025 15:15
FL6006,Nha Trang,Phu Quoc,6/27/2025 7:15,750000,FALSE,
FL1441,Thanh Hoa,Hue,6/27/2025 11:30,1150000,TRUE,6/27/2025 6:30
FL1258,Buon Ma Thuot,Nha Trang,6/27/2025 13:00,1450000,TRUE,6/27/2025 11:00
FL7894,Can Tho,Buon Ma Thuot,6/27/2025 7:00,1520000,TRUE,6/27/2025 3:00
FL4088,Phu Quoc,Da Nang,6/27/2025 8:45,530000,FALSE,
FL8387,Hanoi,Hue,6/28/2025 9:45,1670000,TRUE,6/28/2025 6:45
FL9873,Hanoi,Vinh,6/28/2025 10:00,1190000,FALSE,
FL7533,Can Tho,Hue,6/28/2025 13:15,1710000,FALSE,
FL7020,Buon Ma Thuot,Hue,6/28/2025 9:15,1440000,FALSE,
FL8387,Phu Quoc,Ho Chi Minh City,6/28/2025 20:45,1640000,FALSE,
FL1017,Da Nang,Nha Trang,6/28/2025 18:45,710000,FALSE,
FL7211,Hanoi,Pleiku,6/28/2025 7:30,1550000,TRUE,6/28/2025 4:30
FL3273,Buon Ma Thuot,Phu Quoc,6/28/2025 11:00,1410000,TRUE,6/28/2025 5:00
FL2803,Ho Chi Minh City,Pleiku,6/28/2025 7:30,960000,TRUE,6/28/2025 5:30
FL2478,Da Nang,Quy Nhon,6/28/2025 10:45,830000,TRUE,6/28/2025 7:45
FL6380,Phu Quoc,Hanoi,6/28/2025 12:15,1710000,TRUE,6/28/2025 9:15
FL9592,Pleiku,Nha Trang,6/28/2025 19:15,1280000,TRUE,6/28/2025 14:15
FL9158,Hue,Hanoi,6/29/2025 12:15,1840000,FALSE,
FL1463,Nha Trang,Pleiku,6/29/2025 19:45,580000,TRUE,6/29/2025 17:45
FL3656,Vinh,Phu Quoc,6/29/2025 11:30,1370000,FALSE,
FL5109,Quy Nhon,Hue,6/29/2025 7:15,1790000,FALSE,
FL7883,Ho Chi Minh City,Hanoi,6/29/2025 10:30,1970000,FALSE,
FL1024,Phu Quoc,Da Nang,6/29/2025 17:45,1850000,TRUE,6/29/2025 14:45
FL6581,Hai Phong,Hanoi,6/29/2025 11:15,1990000,FALSE,
FL9410,Da Nang,Can Tho,6/29/2025 16:30,500000,TRUE,6/29/2025 10:30
FL9465,Can Tho,Quy Nhon,6/29/2025 15:45,1940000,FALSE,
FL7380,Can Tho,Da Nang,6/30/2025 7:30,1970000,TRUE,6/30/2025 3:30
FL2181,Thanh Hoa,Pleiku,6/30/2025 7:00,830000,TRUE,6/30/2025 1:00
FL4209,Da Nang,Nha Trang,6/30/2025 20:15,880000,FALSE,
FL6596,Thanh Hoa,Vinh,6/30/2025 17:00,1730000,TRUE,6/30/2025 12:00
FL3923,Vinh,Thanh Hoa,6/30/2025 20:30,1930000,TRUE,6/30/2025 14:30
FL1323,Hanoi,Da Nang,6/30/2025 8:00,1130000,TRUE,6/30/2025 4:00
FL1527,Hai Phong,Nha Trang,6/30/2025 20:45,730000,TRUE,6/30/2025 18:45
FL1815,Hanoi,Da Nang,6/30/2025 12:00,1870000,FALSE,
FL2031,Pleiku,Nha Trang,6/30/2025 10:45,1610000,TRUE,6/30/2025 7:45
FL4177,Vinh,Buon Ma Thuot,6/30/2025 11:45,590000,FALSE,
FL4498,Can Tho,Buon Ma Thuot,7/1/2025 19:15,1660000,FALSE,
FL1852,Hai Phong,Da Nang,7/1/2025 20:15,1470000,FALSE,
FL2398,Can Tho,Ho Chi Minh City,7/1/2025 15:45,1400000,TRUE,7/1/2025 11:45
FL3959,Vinh,Ho Chi Minh City,7/1/2025 12:45,1110000,TRUE,7/1/2025 6:45
FL3773,Nha Trang,Pleiku,7/1/2025 14:45,1480000,TRUE,7/1/2025 8:45
FL8939,Quy Nhon,Hanoi,7/1/2025 6:00,1910000,TRUE,7/1/2025 0:00
FL2195,Da Nang,Can Tho,7/1/2025 19:15,1050000,TRUE,7/1/2025 16:15
FL7277,Da Nang,Quy Nhon,7/1/2025 11:30,1030000,FALSE,
FL8345,Buon Ma Thuot,Ho Chi Minh City,7/1/2025 6:15,1790000,FALSE,
FL9026,Nha Trang,Can Tho,7/1/2025 12:30,1440000,TRUE,7/1/2025 10:30
FL2488,Can Tho,Vinh,7/1/2025 14:30,1150000,TRUE,7/1/2025 8:30
FL5462,Thanh Hoa,Vinh,7/2/2025 8:15,1390000,TRUE,7/2/2025 6:15
FL9110,Buon Ma Thuot,Hai Phong,7/2/2025 10:00,1370000,TRUE,7/2/2025 7:00
FL6680,Pleiku,Vinh,7/2/2025 6:30,760000,TRUE,7/2/2025 3:30
FL6547,Nha Trang,Phu Quoc,7/2/2025 20:00,1300000,FALSE,
FL1594,Ho Chi Minh City,Quy Nhon,7/2/2025 9:15,790000,FALSE,
FL2098,Hue,Vinh,7/2/2025 10:00,1810000,FALSE,
FL4551,Quy Nhon,Thanh Hoa,7/2/2025 17:30,1120000,TRUE,7/2/2025 11:30
FL9777,Can Tho,Nha Trang,7/2/2025 13:00,620000,FALSE,
FL1764,Quy Nhon,Pleiku,7/3/2025 8:30,1790000,FALSE,
FL8713,Can Tho,Buon Ma Thuot,7/3/2025 6:00,1800000,TRUE,7/3/2025 4:00
FL7466,Pleiku,Quy Nhon,7/3/2025 6:45,1870000,FALSE,
FL3803,Da Nang,Hue,7/3/2025 14:45,1130000,TRUE,7/3/2025 9:45
FL6567,Ho Chi Minh City,Hanoi,7/3/2025 12:45,920000,FALSE,
FL4165,Nha Trang,Ho Chi Minh City,7/3/2025 14:45,1300000,FALSE,
FL2231,Can Tho,Thanh Hoa,7/3/2025 15:45,1200000,TRUE,7/3/2025 11:45
FL6528,Pleiku,Hai Phong,7/3/2025 18:30,510000,TRUE,7/3/2025 16:30
FL9936,Vinh,Hai Phong,7/3/2025 6:15,1360000,TRUE,7/3/2025 4:15
FL6878,Pleiku,Ho Chi Minh City,7/3/2025 18:00,1100000,FALSE,
FL4813,Vinh,Buon Ma Thuot,7/3/2025 17:15,1180000,FALSE,
FL2042,Thanh Hoa,Vinh,7/4/2025 16:30,1410000,FALSE,
FL8938,Da Nang,Thanh Hoa,7/4/2025 18:30,550000,FALSE,
FL2633,Nha Trang,Ho Chi Minh City,7/4/2025 16:30,830000,TRUE,7/4/2025 11:30
FL8613,Quy Nhon,Ho Chi Minh City,7/4/2025 6:00,1800000,TRUE,7/4/2025 3:00
FL3758,Ho Chi Minh City,Vinh,7/4/2025 17:30,830000,FALSE,
FL8872,Hai Phong,Thanh Hoa,7/4/2025 11:00,530000,FALSE,
FL1715,Nha Trang,Phu Quoc,7/5/2025 14:45,800000,TRUE,7/5/2025 11:45
FL3239,Quy Nhon,Nha Trang,7/5/2025 14:30,1840000,FALSE,
FL5894,Hanoi,Vinh,7/5/2025 9:30,1320000,FALSE,
FL5531,Phu Quoc,Quy Nhon,7/5/2025 14:00,1900000,FALSE,
FL1171,Da Nang,Vinh,7/5/2025 18:45,1090000,FALSE,
FL4539,Hue,Quy Nhon,7/5/2025 6:45,610000,FALSE,
FL2432,Buon Ma Thuot,Vinh,7/5/2025 12:00,1730000,TRUE,7/5/2025 9:00
FL3740,Ho Chi Minh City,Nha Trang,7/5/2025 15:15,640000,TRUE,7/5/2025 13:15
FL4210,Thanh Hoa,Phu Quoc,7/5/2025 14:30,1930000,TRUE,7/5/2025 12:30
FL1759,Vinh,Phu Quoc,7/5/2025 18:30,1630000,FALSE,
FL3940,Hue,Buon Ma Thuot,7/5/2025 18:15,1920000,FALSE,
FL1297,Phu Quoc,Da Nang,7/5/2025 10:45,1410000,FALSE,
FL6801,Da Nang,Hue,7/6/2025 18:45,990000,FALSE,
FL4603,Hai Phong,Ho Chi Minh City,7/6/2025 13:00,1490000,FALSE,
FL7042,Thanh Hoa,Buon Ma Thuot,7/6/2025 17:45,1620000,FALSE,
FL9127,Hai Phong,Nha Trang,7/6/2025 11:15,1020000,TRUE,7/6/2025 7:15
FL7181,Can Tho,Vinh,7/6/2025 20:15,1940000,FALSE,
FL5616,Hai Phong,Ho Chi Minh City,7/6/2025 20:45,1510000,TRUE,7/6/2025 18:45
FL4667,Hai Phong,Pleiku,7/6/2025 19:45,1490000,TRUE,7/6/2025 14:45
FL5602,Hai Phong,Pleiku,7/6/2025 20:15,1130000,FALSE,
FL6573,Can Tho,Hanoi,7/6/2025 17:00,1160000,TRUE,7/6/2025 12:00
FL1465,Hai Phong,Ho Chi Minh City,7/6/2025 10:00,1000000,TRUE,7/6/2025 8:00
FL4851,Vinh,Nha Trang,7/6/2025 10:30,800000,TRUE,7/6/2025 5:30
FL9562,Phu Quoc,Thanh Hoa,7/6/2025 12:45,1140000,TRUE,7/6/2025 10:45
FL1604,Hue,Nha Trang,7/7/2025 16:30,1000000,TRUE,7/7/2025 14:30
FL6464,Hue,Quy Nhon,7/7/2025 14:45,1170000,TRUE,7/7/2025 10:45
FL7042,Vinh,Thanh Hoa,7/7/2025 9:00,1790000,FALSE,
FL7292,Hue,Can Tho,7/7/2025 17:00,1680000,FALSE,
FL3061,Thanh Hoa,Ho Chi Minh City,7/7/2025 8:45,790000,TRUE,7/7/2025 6:45
FL2778,Hue,Da Nang,7/7/2025 7:15,1490000,FALSE,
FL7224,Pleiku,Quy Nhon,7/7/2025 10:45,1270000,FALSE,
FL7853,Buon Ma Thuot,Phu Quoc,7/7/2025 13:45,1610000,FALSE,
FL5204,Ho Chi Minh City,Vinh,7/7/2025 11:15,1150000,FALSE,
FL1950,Ho Chi Minh City,Can Tho,7/8/2025 19:30,1420000,TRUE,7/8/2025 16:30
FL1322,Hai Phong,Can Tho,7/8/2025 14:45,1630000,FALSE,
FL2688,Buon Ma Thuot,Vinh,7/8/2025 14:00,640000,FALSE,
FL2226,Can Tho,Pleiku,7/8/2025 16:15,960000,TRUE,7/8/2025 11:15
FL3972,Buon Ma Thuot,Phu Quoc,7/8/2025 12:15,870000,FALSE,
FL6741,Hanoi,Nha Trang,7/8/2025 20:00,1830000,FALSE,
FL6553,Quy Nhon,Buon Ma Thuot,7/8/2025 18:15,1310000,FALSE,
FL3624,Can Tho,Quy Nhon,7/8/2025 14:15,740000,TRUE,7/8/2025 9:15
FL2635,Pleiku,Hue,7/8/2025 9:30,1990000,TRUE,7/8/2025 7:30
FL7164,Pleiku,Da Nang,7/8/2025 15:15,1760000,TRUE,7/8/2025 10:15
FL5448,Quy Nhon,Can Tho,7/9/2025 7:15,1650000,TRUE,7/9/2025 3:15
FL2017,Quy Nhon,Pleiku,7/9/2025 15:30,1160000,FALSE,
FL2143,Hue,Ho Chi Minh City,7/9/2025 14:00,710000,FALSE,
FL1812,Vinh,Pleiku,7/9/2025 13:00,560000,TRUE,7/9/2025 10:00
FL2299,Buon Ma Thuot,Hue,7/9/2025 6:00,1950000,TRUE,7/9/2025 4:00
FL3537,Can Tho,Buon Ma Thuot,7/9/2025 6:45,1040000,FALSE,
FL9290,Vinh,Nha Trang,7/9/2025 14:15,910000,TRUE,7/9/2025 10:15
FL9937,Buon Ma Thuot,Quy Nhon,7/10/2025 14:30,1220000,FALSE,
FL5481,Hue,Quy Nhon,7/10/2025 6:45,1790000,FALSE,
FL3919,Quy Nhon,Buon Ma Thuot,7/10/2025 13:45,1680000,FALSE,
FL9219,Nha Trang,Hanoi,7/10/2025 13:30,1810000,FALSE,
FL9062,Phu Quoc,Pleiku,7/10/2025 6:45,1060000,TRUE,7/10/2025 3:45
FL9367,Buon Ma Thuot,Can Tho,7/10/2025 20:30,1020000,FALSE,
FL8769,Nha Trang,Vinh,7/10/2025 12:30,1330000,TRUE,7/10/2025 10:30
FL8697,Hue,Ho Chi Minh City,7/10/2025 10:45,1430000,FALSE,
FL5273,Thanh Hoa,Hanoi,7/10/2025 19:45,1910000,TRUE,7/10/2025 14:45
FL7801,Hue,Hai Phong,7/10/2025 10:30,1480000,TRUE,7/10/2025 8:30
FL1754,Hanoi,Nha Trang,7/10/2025 20:30,860000,FALSE,
FL8827,Hai Phong,Buon Ma Thuot,7/10/2025 18:45,1630000,TRUE,7/10/2025 12:45
FL9397,Hanoi,Phu Quoc,7/11/2025 9:15,970000,TRUE,7/11/2025 6:15
FL5600,Can Tho,Ho Chi Minh City,7/11/2025 14:15,1660000,TRUE,7/11/2025 9:15
FL7609,Nha Trang,Vinh,7/11/2025 13:45,1460000,TRUE,7/11/2025 9:45
FL7979,Pleiku,Buon Ma Thuot,7/11/2025 11:30,900000,TRUE,7/11/2025 9:30
FL2600,Thanh Hoa,Da Nang,7/11/2025 13:45,1530000,TRUE,7/11/2025 7:45
FL5865,Ho Chi Minh City,Hai Phong,7/11/2025 20:30,920000,FALSE,
FL4191,Quy Nhon,Pleiku,7/11/2025 12:30,1850000,TRUE,7/11/2025 7:30
FL4859,Quy Nhon,Hai Phong,7/11/2025 6:00,1010000,TRUE,7/11/2025 2:00
FL3858,Da Nang,Quy Nhon,7/11/2025 13:45,1180000,TRUE,7/11/2025 8:45
FL2221,Da Nang,Hai Phong,7/11/2025 20:00,1970000,TRUE,7/11/2025 18:00
FL5206,Hanoi,Pleiku,7/12/2025 19:00,500000,FALSE,
FL9433,Can Tho,Hai Phong,7/12/2025 20:00,1940000,TRUE,7/12/2025 14:00
FL5966,Hanoi,Hue,7/12/2025 15:15,1670000,TRUE,7/12/2025 9:15
FL1008,Da Nang,Thanh Hoa,7/12/2025 17:45,740000,FALSE,
FL1283,Phu Quoc,Hanoi,7/12/2025 9:00,900000,TRUE,7/12/2025 3:00
FL9330,Quy Nhon,Da Nang,7/12/2025 13:00,1610000,TRUE,7/12/2025 10:00
FL4836,Can Tho,Ho Chi Minh City,7/12/2025 13:15,960000,TRUE,7/12/2025 8:15
FL6205,Hue,Da Nang,7/12/2025 15:15,1830000,TRUE,7/12/2025 13:15
FL1030,Hanoi,Hue,7/12/2025 7:30,840000,TRUE,7/12/2025 4:30
FL5301,Nha Trang,Ho Chi Minh City,7/12/2025 19:30,910000,FALSE,
FL2758,Hai Phong,Nha Trang,7/13/2025 12:30,1630000,TRUE,7/13/2025 8:30
FL9189,Buon Ma Thuot,Hanoi,7/13/2025 14:45,1710000,FALSE,
FL2842,Thanh Hoa,Hai Phong,7/13/2025 14:15,1620000,TRUE,7/13/2025 10:15
FL9296,Hai Phong,Thanh Hoa,7/13/2025 18:30,650000,TRUE,7/13/2025 13:30
FL2512,Hue,Ho Chi Minh City,7/13/2025 7:00,1270000,TRUE,7/13/2025 3:00
FL3314,Vinh,Thanh Hoa,7/13/2025 15:45,750000,FALSE,
